Quant Method,Filename,comp_method,soil_type,rs,treatment,env_rep,tech_rep,Sample Type,Area,Height,cali conc,calc conc,RT,SN
LDOPA_280nm,CF_kc_H2O_3_1,CF,kc,LDOPA,CF_kc,C,1,Sample,1669334.344,170444.1096,NA,0.526463293,9.82,535.9166567
LDOPA_280nm,CF_kc_H2O_3_2,CF,kc,LDOPA,CF_kc,C,2,Sample,852709.2284,61726.75995,NA,0.268921627,9.886666667,88.01192974
LDOPA_280nm,CF_kc_H2O_3_3,CF,kc,LDOPA,CF_kc,C,3,Sample,857816.3696,57562.82129,NA,0.270532283,9.87,73.69380733
LDOPA_280nm,CF_MB_H2O_1_1,CF,MB,LDOPA,CF_MB,A,1,Sample,2583783.847,297480.4003,NA,0.814856148,9.786666667,708.8054304
LDOPA_280nm,CF_MB_H2O_1_2,CF,MB,LDOPA,CF_MB,A,2,Sample,2120655,216932.52,NA,0.668797727,9.85,251.0331278
LDOPA_280nm,CF_MB_H2O_1_3,CF,MB,LDOPA,CF_MB,A,3,Sample,1947826.055,142722.6364,NA,0.614292112,9.853333333,110.9923707
LDOPA_280nm,CF_MB_H2O_2_1,CF,MB,LDOPA,CF_MB,B,1,Sample,2525074.005,274922.3379,NA,0.796340638,9.82,382.4739999
LDOPA_280nm,CF_MB_H2O_2_2,CF,MB,LDOPA,CF_MB,B,2,Sample,2041940.172,189302.9892,NA,0.643973181,9.856666667,146.1769802
LDOPA_280nm,CF_MB_H2O_2_3,CF,MB,LDOPA,CF_MB,B,3,Sample,2124403.586,193315.0442,NA,0.669979931,9.843333333,164.3337431
LDOPA_280nm,CF_MB_H2O_3_1,CF,MB,LDOPA,CF_MB,C,1,Sample,2719910.363,297245.0832,NA,0.857786801,9.82,447.2643429
LDOPA_280nm,CF_MB_H2O_3_2,CF,MB,LDOPA,CF_MB,C,2,Sample,2396832.214,247797.0247,NA,0.755896615,9.856666667,276.8744686
LDOPA_280nm,CF_MB_H2O_3_3,CF,MB,LDOPA,CF_MB,C,3,Sample,2233899.561,200406.8414,NA,0.704512025,9.846666667,167.5972514
LDOPA_280nm,CF_MB_H2O_4_1,CF,MB,LDOPA,CF_MB,D,1,Sample,2907071.6,321642,NA,0.916812437,9.79,641.4536307
LDOPA_280nm,CF_MB_H2O_4_2,CF,MB,LDOPA,CF_MB,D,2,Sample,2395338.88,254163.8009,NA,0.755425658,9.843333333,295.3548511
LDOPA_280nm,CF_MB_H2O_4_3,CF,MB,LDOPA,CF_MB,D,3,Sample,2142753.574,167232.3754,NA,0.675767025,9.85,114.6513415
LDOPA_280nm,CF_MB_H2O_5_1,CF,MB,LDOPA,CF_MB,E,1,Sample,2481089.606,264199.0658,NA,0.782469138,9.826666667,379.8414741
LDOPA_280nm,CF_MB_H2O_5_2,CF,MB,LDOPA,CF_MB,E,2,Sample,2252863.609,232601.734,NA,0.710492778,9.853333333,272.9157133
LDOPA_280nm,CF_MB_H2O_5_3,CF,MB,LDOPA,CF_MB,E,3,Sample,1998752.14,159196.0988,NA,0.630352833,9.843333333,109.7745397
LDOPA_280nm,CF_MB_H2O_6_1,CF,MB,LDOPA,CF_MB,F,1,Sample,2724035.954,305188.984,NA,0.859087902,9.776666667,671.5519192
LDOPA_280nm,CF_MB_H2O_6_2,CF,MB,LDOPA,CF_MB,F,2,Sample,2276495.6,228225.4568,NA,0.717945674,9.846666667,271.8948029
LDOPA_280nm,CF_MB_H2O_6_3,CF,MB,LDOPA,CF_MB,F,3,Sample,2021394.4,152335.4953,NA,0.637493595,9.856666667,112.1394564
LDOPA_280nm,CF_mc_H2O_1_1,CF,mc,LDOPA,CF_mc,A,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_1_2,CF,mc,LDOPA,CF_mc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_1_3,CF,mc,LDOPA,CF_mc,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_2_1,CF,mc,LDOPA,CF_mc,B,1,Sample,164105.8425,9040.040019,NA,0.051754583,9.9,24.55565111
LDOPA_280nm,CF_mc_H2O_2_2,CF,mc,LDOPA,CF_mc,B,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_2_3,CF,mc,LDOPA,CF_mc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_3_1,CF,mc,LDOPA,CF_mc,C,1,Sample,108390.7834,5685.610015,NA,0.034183547,9.903333333,11.73055771
LDOPA_280nm,CF_mc_H2O_3_2,CF,mc,LDOPA,CF_mc,C,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_mc_H2O_3_3,CF,mc,LDOPA,CF_mc,C,3,Sample,1112.92691,182.8336147,NA,0.000350987,10.14666667,0.556844357
LDOPA_280nm,CF_rc_H2O_1_1,CF,rc,LDOPA,CF_rc,A,1,Sample,3149.436545,239.6542863,NA,0.000993248,9.96,1.227671345
LDOPA_280nm,CF_rc_H2O_1_2,CF,rc,LDOPA,CF_rc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_rc_H2O_1_3,CF,rc,LDOPA,CF_rc,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_rc_H2O_2_1,CF,rc,LDOPA,CF_rc,B,1,Sample,1934.986379,289.8176122,NA,0.000610243,9.956666667,3.77983747
LDOPA_280nm,CF_rc_H2O_2_2,CF,rc,LDOPA,CF_rc,B,2,Sample,587.772093,102.8069767,NA,0.000185368,10.51333333,0.949134729
LDOPA_280nm,CF_rc_H2O_2_3,CF,rc,LDOPA,CF_rc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_rc_H2O_3_1,CF,rc,LDOPA,CF_rc,C,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_rc_H2O_3_2,CF,rc,LDOPA,CF_rc,C,2,Sample,513.6995896,89.95622435,NA,0.000162007,10.34,1.888599324
LDOPA_280nm,CF_rc_H2O_3_3,CF,rc,LDOPA,CF_rc,C,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,Reserpine_01,NA,NA,MUBph,QC,A,1,QC,NA,NA,NA,NA,NA,NA
LDOPA_280nm,Reserpine_02,NA,NA,MUBph,QC,A,2,QC,NA,NA,NA,NA,NA,NA
LDOPA_280nm,Reserpine_03,NA,NA,MUBph,QC,A,3,QC,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_fo_H2O_1_1,SH,fo,LDOPA,SH_fo,A,1,Sample,1400000.433,139875.7711,NA,0.441522599,9.786666667,319.5257155
LDOPA_280nm,SH_fo_H2O_1_2,SH,fo,LDOPA,SH_fo,A,2,Sample,624377.3263,44475.56391,NA,0.196911868,9.883333333,68.72581136
LDOPA_280nm,SH_fo_H2O_1_3,SH,fo,LDOPA,SH_fo,A,3,Sample,387983.2063,12423.40808,NA,0.1223595,9.943333333,17.79254195
LDOPA_280nm,SH_fo_H2O_2_1,SH,fo,LDOPA,SH_fo,B,1,Sample,1312722.439,134275.1959,NA,0.41399746,9.79,237.5639311
LDOPA_280nm,SH_fo_H2O_2_2,SH,fo,LDOPA,SH_fo,B,2,Sample,508021.7488,34523.50391,NA,0.160216438,9.89,49.12026911
LDOPA_280nm,SH_fo_H2O_2_3,SH,fo,LDOPA,SH_fo,B,3,Sample,365365.7365,11998.80253,NA,0.115226557,9.94,14.32104923
LDOPA_280nm,SH_fo_H2O_3_1,SH,fo,LDOPA,SH_fo,C,1,Sample,1157360.426,113707.6431,NA,0.365000447,9.823333333,176.554801
LDOPA_280nm,SH_fo_H2O_3_2,SH,fo,LDOPA,SH_fo,C,2,Sample,601192.972,44399.08153,NA,0.189600144,9.89,66.10854867
LDOPA_280nm,SH_fo_H2O_3_3,SH,fo,LDOPA,SH_fo,C,3,Sample,453073.993,13213.34493,NA,0.142887389,9.95,16.18636065
LDOPA_280nm,SH_gs_H2O_1_1,SH,gs,LDOPA,SH_gs,A,1,Sample,323198.3309,22058.34135,NA,0.101928088,9.84,47.07853723
LDOPA_280nm,SH_gs_H2O_1_2,SH,gs,LDOPA,SH_gs,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_gs_H2O_1_3,SH,gs,LDOPA,SH_gs,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_gs_H2O_2_1,SH,gs,LDOPA,SH_gs,B,1,Sample,161207.4,6745.821853,NA,0.050840492,9.93,16.48419127
LDOPA_280nm,SH_gs_H2O_2_2,SH,gs,LDOPA,SH_gs,B,2,Sample,652.0591362,113.0169804,NA,0.000205642,10.36333333,0.736373797
LDOPA_280nm,SH_gs_H2O_2_3,SH,gs,LDOPA,SH_gs,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_gs_H2O_3_1,SH,gs,LDOPA,SH_gs,C,1,Sample,58690.07907,1568.256236,NA,0.018509277,10.18,4.692593151
LDOPA_280nm,SH_gs_H2O_3_2,SH,gs,LDOPA,SH_gs,C,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_gs_H2O_3_3,SH,gs,LDOPA,SH_gs,C,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_kc_H2O_1_1,SH,kc,LDOPA,SH_kc,A,1,Sample,1437795.2,142269.1164,NA,0.453442055,9.823333333,339.9391789
LDOPA_280nm,SH_kc_H2O_1_2,SH,kc,LDOPA,SH_kc,A,2,Sample,1140872.962,97640.20231,NA,0.359800743,9.866666667,144.6691972
LDOPA_280nm,SH_kc_H2O_1_3,SH,kc,LDOPA,SH_kc,A,3,Sample,943519.8724,66782.19519,NA,0.29756087,9.856666667,89.18557153
LDOPA_280nm,SH_kc_H2O_2_1,SH,kc,LDOPA,SH_kc,B,1,Sample,1432656.2,135997.0722,NA,0.451821352,9.83,316.5142486
LDOPA_280nm,SH_kc_H2O_2_2,SH,kc,LDOPA,SH_kc,B,2,Sample,1149929.631,93621.43247,NA,0.362656973,9.88,141.3714332
LDOPA_280nm,SH_kc_H2O_2_3,SH,kc,LDOPA,SH_kc,B,3,Sample,979875.6598,66569.2636,NA,0.30902651,9.87,90.82276846
LDOPA_280nm,SH_kc_H2O_3_1,SH,kc,LDOPA,SH_kc,C,1,Sample,1717411.767,176664.8147,NA,0.541625623,9.813333333,490.3264941
LDOPA_280nm,SH_kc_H2O_3_2,SH,kc,LDOPA,SH_kc,C,2,Sample,1066895.125,83761.6005,NA,0.336470116,9.88,93.44016291
LDOPA_280nm,SH_kc_H2O_3_3,SH,kc,LDOPA,SH_kc,C,3,Sample,1078264.716,79401.5347,NA,0.34005578,9.87,105.1182523
LDOPA_280nm,SH_MB_H2O_1_1,SH,MB,LDOPA,SH_MB,A,1,Sample,2312075.742,263062.8559,NA,0.729166697,9.813333333,430.853457
LDOPA_280nm,SH_MB_H2O_1_2,SH,MB,LDOPA,SH_MB,A,2,Sample,2251354.349,230620.0322,NA,0.710016797,9.836666667,274.1677001
LDOPA_280nm,SH_MB_H2O_1_3,SH,MB,LDOPA,SH_MB,A,3,Sample,1990607.111,141548.7798,NA,0.62778411,9.843333333,96.09789662
LDOPA_280nm,SH_MB_H2O_2_1,SH,MB,LDOPA,SH_MB,B,1,Sample,2558989.087,291798.0304,NA,0.807036545,9.76,675.879243
LDOPA_280nm,SH_MB_H2O_2_2,SH,MB,LDOPA,SH_MB,B,2,Sample,2119618.064,199507.6944,NA,0.668470705,9.86,167.3972545
LDOPA_280nm,SH_MB_H2O_2_3,SH,MB,LDOPA,SH_MB,B,3,Sample,2060531.974,182652.5151,NA,0.649836537,9.85,150.7850107
LDOPA_280nm,SH_MB_H2O_3_1,SH,MB,LDOPA,SH_MB,C,1,Sample,2361353.186,251468.0692,NA,0.744707481,9.78,494.8975229
LDOPA_280nm,SH_MB_H2O_3_2,SH,MB,LDOPA,SH_MB,C,2,Sample,1919600.8,182069.1633,NA,0.605390623,9.863333333,163.4126614
LDOPA_280nm,SH_MB_H2O_3_3,SH,MB,LDOPA,SH_MB,C,3,Sample,1861845.272,157354.312,NA,0.587176078,9.853333333,111.9273058
LDOPA_280nm,SH_MB_H2O_4_1,SH,MB,LDOPA,SH_MB,D,1,Sample,2360552.446,263865.7348,NA,0.744454949,9.813333333,446.1682595
LDOPA_280nm,SH_MB_H2O_4_2,SH,MB,LDOPA,SH_MB,D,2,Sample,2202701.274,227120.9374,NA,0.694672922,9.846666667,299.1864791
LDOPA_280nm,SH_MB_H2O_4_3,SH,MB,LDOPA,SH_MB,D,3,Sample,1996891.784,169767.1493,NA,0.629766127,9.856666667,123.4442153
LDOPA_280nm,SH_MB_H2O_5_1,SH,MB,LDOPA,SH_MB,E,1,Sample,2455459.953,278367.3708,NA,0.774386232,9.813333333,476.2467538
LDOPA_280nm,SH_MB_H2O_5_2,SH,MB,LDOPA,SH_MB,E,2,Sample,2147392.6,204767.5961,NA,0.677230049,9.86,157.9414911
LDOPA_280nm,SH_MB_H2O_5_3,SH,MB,LDOPA,SH_MB,E,3,Sample,2190191.666,162116.3412,NA,0.690727727,9.85,115.3007056
LDOPA_280nm,SH_MB_H2O_6_1,SH,MB,LDOPA,SH_MB,F,1,Sample,2146699.028,225126.85,NA,0.677011315,9.82,340.7958783
LDOPA_280nm,SH_MB_H2O_6_2,SH,MB,LDOPA,SH_MB,F,2,Sample,2040913.441,197448.7488,NA,0.643649377,9.853333333,237.2801516
LDOPA_280nm,SH_MB_H2O_6_3,SH,MB,LDOPA,SH_MB,F,3,Sample,1831251.751,125931.9758,NA,0.577527702,9.85,94.45178109
LDOPA_280nm,SH_mc_H2O_1_1,SH,mc,LDOPA,SH_mc,A,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_1_2,SH,mc,LDOPA,SH_mc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_1_3,SH,mc,LDOPA,SH_mc,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_2_1,SH,mc,LDOPA,SH_mc,B,1,Sample,26155.92093,1009.054498,NA,0.008248876,10.17666667,3.352296642
LDOPA_280nm,SH_mc_H2O_2_2,SH,mc,LDOPA,SH_mc,B,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_2_3,SH,mc,LDOPA,SH_mc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_3_1,SH,mc,LDOPA,SH_mc,C,1,Sample,27342.17076,1043.475886,NA,0.008622988,10.18666667,4.037142523
LDOPA_280nm,SH_mc_H2O_3_2,SH,mc,LDOPA,SH_mc,C,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_mc_H2O_3_3,SH,mc,LDOPA,SH_mc,C,3,Sample,1034.7,214.8709677,NA,0.000326317,10.27666667,0.649917717
LDOPA_280nm,SH_rc_H2O_1_1,SH,rc,LDOPA,SH_rc,A,1,Sample,223855.4508,14319.59639,NA,0.070598007,9.87,34.08485352
LDOPA_280nm,SH_rc_H2O_1_2,SH,rc,LDOPA,SH_rc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_rc_H2O_1_3,SH,rc,LDOPA,SH_rc,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_rc_H2O_2_1,SH,rc,LDOPA,SH_rc,B,1,Sample,147242.5069,8153.10762,NA,0.046436339,9.896666667,18.14790106
LDOPA_280nm,SH_rc_H2O_2_2,SH,rc,LDOPA,SH_rc,B,2,Sample,738.9498339,116.1465947,NA,0.000233045,10.37333333,0.464351121
LDOPA_280nm,SH_rc_H2O_2_3,SH,rc,LDOPA,SH_rc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SH_rc_H2O_3_1,SH,rc,LDOPA,SH_rc,C,1,Sample,74385.96279,2132.78553,NA,0.023459338,10.01333333,5.962053724
LDOPA_280nm,SH_rc_H2O_3_2,SH,rc,LDOPA,SH_rc,C,2,Sample,905.5491694,136.6472176,NA,0.000285586,10.33666667,0.598547357
LDOPA_280nm,SH_rc_H2O_3_3,SH,rc,LDOPA,SH_rc,C,3,Sample,2761.05515,374.6478405,NA,0.000870763,9.95,0.978951852
LDOPA_280nm,SO_fo_H2O_1_1,SO,fo,LDOPA,SO_fo,A,1,Sample,1135599.454,104394.8066,NA,0.35813762,9.81,152.5317705
LDOPA_280nm,SO_fo_H2O_1_2,SO,fo,LDOPA,SO_fo,A,2,Sample,465678.3495,25036.55511,NA,0.146862465,9.926666667,35.31285863
LDOPA_280nm,SO_fo_H2O_1_3,SO,fo,LDOPA,SO_fo,A,3,Sample,384788.401,10961.1704,NA,0.121351945,9.97,14.00885001
LDOPA_280nm,SO_fo_H2O_2_1,SO,fo,LDOPA,SO_fo,B,1,Sample,1001370.943,92825.96603,NA,0.315805546,9.836666667,118.622527
LDOPA_280nm,SO_fo_H2O_2_2,SO,fo,LDOPA,SO_fo,B,2,Sample,601042.0977,41158.5225,NA,0.189552562,9.876666667,64.12414989
LDOPA_280nm,SO_fo_H2O_2_3,SO,fo,LDOPA,SO_fo,B,3,Sample,354241.7259,11233.20493,NA,0.111718342,9.963333333,14.92987603
LDOPA_280nm,SO_fo_H2O_3_1,SO,fo,LDOPA,SO_fo,C,1,Sample,945585.6774,81220.48387,NA,0.298212369,9.823333333,118.4401391
LDOPA_280nm,SO_fo_H2O_3_2,SO,fo,LDOPA,SO_fo,C,2,Sample,612742.6495,41340.41732,NA,0.193242603,9.876666667,76.23641876
LDOPA_280nm,SO_fo_H2O_3_3,SO,fo,LDOPA,SO_fo,C,3,Sample,360112.4595,18071.60072,NA,0.113569814,9.913333333,24.29267221
LDOPA_280nm,SO_gs_H2O_1_1,SO,gs,LDOPA,SO_gs,A,1,Sample,173852.831,9897.20355,NA,0.054828521,9.883333333,17.88359019
LDOPA_280nm,SO_gs_H2O_1_2,SO,gs,LDOPA,SO_gs,A,2,Sample,977.344186,144.6953014,NA,0.000308228,10.54,0.447540248
LDOPA_280nm,SO_gs_H2O_1_3,SO,gs,LDOPA,SO_gs,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_gs_H2O_2_1,SO,gs,LDOPA,SO_gs,B,1,Sample,225480.314,11872.35064,NA,0.071110445,9.856666667,22.94306763
LDOPA_280nm,SO_gs_H2O_2_2,SO,gs,LDOPA,SO_gs,B,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_gs_H2O_2_3,SO,gs,LDOPA,SO_gs,B,3,Sample,989.6348837,179.6374207,NA,0.000312104,9.956666667,0.637682809
LDOPA_280nm,SO_gs_H2O_3_1,SO,gs,LDOPA,SO_gs,C,1,Sample,176652.3405,9382.53735,NA,0.055711412,9.876666667,16.33870903
LDOPA_280nm,SO_gs_H2O_3_2,SO,gs,LDOPA,SO_gs,C,2,Sample,1186.892359,201.7965488,NA,0.000374314,10.47333333,0.704077919
LDOPA_280nm,SO_gs_H2O_3_3,SO,gs,LDOPA,SO_gs,C,3,Sample,1353.521595,207.974679,NA,0.000426864,10.00666667,0.629893206
LDOPA_280nm,SO_kc_H2O_1_1,SO,kc,LDOPA,SO_kc,A,1,Sample,1939927.082,206740.2902,NA,0.611800988,9.8,550.1184432
LDOPA_280nm,SO_kc_H2O_1_2,SO,kc,LDOPA,SO_kc,A,2,Sample,1145349.6,89088.85053,NA,0.361212554,9.85,118.4035162
LDOPA_280nm,SO_kc_H2O_1_3,SO,kc,LDOPA,SO_kc,A,3,Sample,1074712.025,67658.89594,NA,0.338935357,9.856666667,90.8766223
LDOPA_280nm,SO_kc_H2O_2_1,SO,kc,LDOPA,SO_kc,B,1,Sample,1669651.356,177934.7858,NA,0.52656327,9.763333333,441.736375
LDOPA_280nm,SO_kc_H2O_2_2,SO,kc,LDOPA,SO_kc,B,2,Sample,1165182.154,99140.89466,NA,0.36746721,9.86,187.8911738
LDOPA_280nm,SO_kc_H2O_2_3,SO,kc,LDOPA,SO_kc,B,3,Sample,889089.4568,58735.91288,NA,0.280394976,9.88,67.87636432
LDOPA_280nm,SO_kc_H2O_3_1,SO,kc,LDOPA,SO_kc,C,1,Sample,1587596.807,158505.4554,NA,0.500685466,9.82,355.1585328
LDOPA_280nm,SO_kc_H2O_3_2,SO,kc,LDOPA,SO_kc,C,2,Sample,1067593.9,89315.17842,NA,0.336690491,9.883333333,131.0722841
LDOPA_280nm,SO_kc_H2O_3_3,SO,kc,LDOPA,SO_kc,C,3,Sample,922273.7292,47401.76521,NA,0.290860406,9.896666667,56.08849392
LDOPA_280nm,SO_MB_H2O_1_1,SO,MB,LDOPA,SO_MB,A,1,Sample,2402926.502,262333.9714,NA,0.75781859,9.83,325.4240111
LDOPA_280nm,SO_MB_H2O_1_2,SO,MB,LDOPA,SO_MB,A,2,Sample,2080932.8,206218.9231,NA,0.65627041,9.86,176.1033059
LDOPA_280nm,SO_MB_H2O_1_3,SO,MB,LDOPA,SO_MB,A,3,Sample,2084015.94,188335.8611,NA,0.65724275,9.846666667,151.569673
LDOPA_280nm,SO_MB_H2O_2_1,SO,MB,LDOPA,SO_MB,B,1,Sample,2385112.363,257533.6671,NA,0.752200489,9.826666667,354.8323046
LDOPA_280nm,SO_MB_H2O_2_2,SO,MB,LDOPA,SO_MB,B,2,Sample,2087405.8,204702.1328,NA,0.658311821,9.866666667,182.5622468
LDOPA_280nm,SO_MB_H2O_2_3,SO,MB,LDOPA,SO_MB,B,3,Sample,2002623.2,148098.6513,NA,0.631573662,9.86,101.0850883
LDOPA_280nm,SO_MB_H2O_3_1,SO,MB,LDOPA,SO_MB,C,1,Sample,2336943.475,262014.1869,NA,0.737009313,9.776666667,514.6168211
LDOPA_280nm,SO_MB_H2O_3_2,SO,MB,LDOPA,SO_MB,C,2,Sample,1994561.841,195390.9569,NA,0.629031325,9.856666667,231.0375471
LDOPA_280nm,SO_MB_H2O_3_3,SO,MB,LDOPA,SO_MB,C,3,Sample,1784782.481,149538.8314,NA,0.56287254,9.853333333,120.6980834
LDOPA_280nm,SO_MB_H2O_4_1,SO,MB,LDOPA,SO_MB,D,1,Sample,1727180.862,184085.165,NA,0.544706534,9.81,410.8356578
LDOPA_280nm,SO_MB_H2O_4_2,SO,MB,LDOPA,SO_MB,D,2,Sample,1503627.049,141277.64,NA,0.474203655,9.856666667,193.8325366
LDOPA_280nm,SO_MB_H2O_4_3,SO,MB,LDOPA,SO_MB,D,3,Sample,1323878.4,106125.8446,NA,0.417515751,9.853333333,96.23914082
LDOPA_280nm,SO_MB_H2O_5_1,SO,MB,LDOPA,SO_MB,E,1,Sample,2424580,274559,NA,0.764647523,9.773333333,474.6377257
LDOPA_280nm,SO_MB_H2O_5_2,SO,MB,LDOPA,SO_MB,E,2,Sample,2019219.5,197452.0586,NA,0.63680769,9.86,206.0403375
LDOPA_280nm,SO_MB_H2O_5_3,SO,MB,LDOPA,SO_MB,E,3,Sample,1885595.511,157821.244,NA,0.594666267,9.836666667,127.2688631
LDOPA_280nm,SO_MB_H2O_6_1,SO,MB,LDOPA,SO_MB,F,1,Sample,1756286.626,171857.8939,NA,0.553885711,9.82,285.3509485
LDOPA_280nm,SO_MB_H2O_6_2,SO,MB,LDOPA,SO_MB,F,2,Sample,1588337.532,149761.6156,NA,0.50091907,9.843333333,184.8569809
LDOPA_280nm,SO_MB_H2O_6_3,SO,MB,LDOPA,SO_MB,F,3,Sample,1562468.689,98172.83085,NA,0.492760731,9.863333333,87.8846599
LDOPA_280nm,SO_mc_H2O_1_1,SO,mc,LDOPA,SO_mc,A,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_mc_H2O_1_2,SO,mc,LDOPA,SO_mc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_mc_H2O_1_3,SO,mc,LDOPA,SO_mc,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_mc_H2O_2_1,SO,mc,LDOPA,SO_mc,B,1,Sample,3402.028571,454.3588555,NA,0.001072909,10.27,0.527606821
LDOPA_280nm,SO_mc_H2O_2_2,SO,mc,LDOPA,SO_mc,B,2,Sample,850.4953488,179.492093,NA,0.000268223,10.44666667,0.651753461
LDOPA_280nm,SO_mc_H2O_2_3,SO,mc,LDOPA,SO_mc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_mc_H2O_3_1,SO,mc,LDOPA,SO_mc,C,1,Sample,440772.8512,33521.41839,NA,0.139007939,9.813333333,108.7556828
LDOPA_280nm,SO_mc_H2O_3_2,SO,mc,LDOPA,SO_mc,C,2,Sample,524815.62,83589.48642,NA,0.165512775,9.766666667,341.7971418
LDOPA_280nm,SO_mc_H2O_3_3,SO,mc,LDOPA,SO_mc,C,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_rc_H2O_1_1,SO,rc,LDOPA,SO_rc,A,1,Sample,164796.6233,7533.84456,NA,0.051972436,9.9,17.69439778
LDOPA_280nm,SO_rc_H2O_1_2,SO,rc,LDOPA,SO_rc,A,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_rc_H2O_1_3,SO,rc,LDOPA,SO_rc,A,3,Sample,2967.404651,423.6710963,NA,0.00093584,9.97,1.066398534
LDOPA_280nm,SO_rc_H2O_2_1,SO,rc,LDOPA,SO_rc,B,1,Sample,125491.8163,4557.923126,NA,0.039576754,9.963333333,10.16174607
LDOPA_280nm,SO_rc_H2O_2_2,SO,rc,LDOPA,SO_rc,B,2,Sample,435.8,82.14285714,NA,0.00013744,10.48666667,0.316504027
LDOPA_280nm,SO_rc_H2O_2_3,SO,rc,LDOPA,SO_rc,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,SO_rc_H2O_3_1,SO,rc,LDOPA,SO_rc,C,1,Sample,228336.7971,12216.31053,NA,0.072011304,9.883333333,20.75959462
LDOPA_280nm,SO_rc_H2O_3_2,SO,rc,LDOPA,SO_rc,C,2,Sample,442.3285714,110.9285714,NA,0.000139499,10.32666667,0.721939793
LDOPA_280nm,SO_rc_H2O_3_3,SO,rc,LDOPA,SO_rc,C,3,Sample,1218.594352,190.5574638,NA,0.000384312,9.943333333,0.602575167
LDOPA_198mz,1_LDOPA_2mgmL-1,NA,NA,LDOPA,2mgmL,A,1,Cal,1194849090,107596789.5,2,1.722610012,9.709891667,254.4283058
LDOPA_198mz,1_LDOPA_2mgmL-2,NA,NA,LDOPA,2mgmL,A,2,Cal,1422488030,121691252.6,2,2.050796326,9.690878333,284.4066624
LDOPA_198mz,1_LDOPA_2mgmL-3,NA,NA,LDOPA,2mgmL,A,3,Cal,1452588727,119958309.9,2,2.094192402,9.714933333,302.6229953
LDOPA_198mz,1_LDOPA_2mgmL-4,NA,NA,LDOPA,2mgmL,A,4,Cal,1388938719,120100314.7,2,2.002428394,9.71975,316.0602777
LDOPA_198mz,2_LDOPA_0-4mgmL-1,NA,NA,LDOPA,0.4mgmL,A,1,Cal,334489803.9,28012545.4,0.4,0.482232853,9.7216,46.49404729
LDOPA_198mz,2_LDOPA_0-4mgmL-2,NA,NA,LDOPA,0.4mgmL,A,2,Cal,378176495.4,37009791.76,0.4,0.545215813,9.723171667,123.890331
LDOPA_198mz,2_LDOPA_0-4mgmL-3,NA,NA,LDOPA,0.4mgmL,A,3,Cal,413694090.4,39669276.32,0.4,0.596421413,9.735173333,182.655808
LDOPA_198mz,2_LDOPA_0-4mgmL-4,NA,NA,LDOPA,0.4mgmL,A,4,Cal,419079155.7,36333246.32,0.4,0.604185044,9.723008333,184.707216
